,Date,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,Handedness
0,2018-03-29,NYY,16,0.0%,25.0%,0.0,.375,.375,.875,1.250,.500,.400,5,2.7,.520,241,Vs. R
1,2018-03-29,TBR,13,30.8%,15.4%,2.0,.333,.538,.667,1.205,.333,.429,3,1.9,.497,229,Vs. R
2,2018-03-29,CHW,18,27.8%,11.1%,2.5,.231,.444,.692,1.137,.462,.111,4,2.2,.466,208,Vs. R
3,2018-03-29,CHC,41,12.2%,24.4%,0.5,.281,.425,.688,1.113,.406,.316,9,4.7,.449,190,Vs. R
4,2018-03-29,NYM,42,21.4%,19.0%,1.1,.355,.512,.419,.932,.065,.478,8,3.4,.423,168,Vs. R
5,2018-03-29,LAA,43,0.0%,11.6%,0.0,.302,.302,.605,.907,.302,.286,7,2.3,.380,150,Vs. R
6,2018-03-29,MIL,12,8.3%,25.0%,0.3,.364,.417,.455,.871,.091,.500,2,0.7,.381,147,Vs. R
7,2018-03-29,OAK,46,10.9%,21.7%,0.5,.293,.370,.512,.882,.220,.345,7,2.1,.371,137,Vs. R
8,2018-03-29,ARI,29,17.2%,31.0%,0.6,.292,.414,.333,.747,.042,.467,4,0.7,.344,117,Vs. R
9,2018-03-29,BOS,35,5.7%,17.1%,0.3,.242,.286,.455,.740,.212,.269,4,0.0,.315,98,Vs. R
10,2018-03-29,ATL,34,8.8%,14.7%,0.6,.241,.333,.379,.713,.138,.261,4,-0.1,.305,96,Vs. R
11,2018-03-29,PHI,35,11.4%,28.6%,0.4,.200,.314,.367,.681,.167,.263,4,-0.3,.304,94,Vs. R
12,2018-03-29,KCR,33,6.1%,3.0%,2.0,.233,.303,.400,.703,.167,.214,4,-0.2,.307,91,Vs. R
13,2018-03-29,LAD,9,0.0%,22.2%,0.0,.333,.333,.333,.667,.000,.429,1,-0.2,.293,90,Vs. R
14,2018-03-29,SEA,29,3.4%,27.6%,0.1,.214,.241,.357,.599,.143,.263,2,-1.3,.258,71,Vs. R
15,2018-03-29,MIA,10,20.0%,30.0%,0.7,.125,.300,.250,.550,.125,.200,1,-0.4,.263,70,Vs. R
16,2018-03-29,STL,34,2.9%,44.1%,0.1,.182,.206,.394,.600,.212,.250,2,-1.7,.254,64,Vs. R
17,2018-03-29,CLE,34,5.9%,23.5%,0.3,.172,.273,.207,.480,.034,.238,2,-2.1,.230,51,Vs. R
18,2018-03-29,TEX,34,5.9%,26.5%,0.2,.194,.265,.226,.491,.032,.273,2,-2.4,.228,42,Vs. R
19,2018-03-29,HOU,13,15.4%,46.2%,0.3,.091,.231,.182,.413,.091,.200,0,-1.2,.202,35,Vs. R
20,2018-03-29,BAL,34,11.8%,26.5%,0.4,.138,.242,.276,.518,.138,.158,1,-2.9,.222,34,Vs. R
21,2018-03-29,MIN,39,7.7%,28.2%,0.3,.194,.256,.194,.451,.000,.280,1,-3.3,.211,29,Vs. R
22,2018-03-29,SDP,40,12.5%,30.0%,0.4,.143,.250,.143,.393,.000,.217,0,-4.4,.183,12,Vs. R
23,2018-03-29,COL,10,0.0%,40.0%,0.0,.200,.200,.200,.400,.000,.333,0,-1.1,.176,12,Vs. R
24,2018-03-29,TOR,29,10.3%,34.5%,0.3,.077,.172,.192,.365,.115,.067,0,-3.4,.172,10,Vs. R
25,2018-03-29,SFG,6,0.0%,50.0%,0.0,.000,.000,.000,.000,.000,.000,-1,-1.5,.000,-100,Vs. R
0,2018-03-30,CHW,18,27.8%,11.1%,2.5,.231,.444,.692,1.137,.462,.111,4,2.2,.466,208,Vs. R
1,2018-03-30,NYM,42,21.4%,19.0%,1.1,.355,.512,.419,.932,.065,.478,8,3.4,.423,168,Vs. R
2,2018-03-30,OAK,59,10.2%,22.0%,0.5,.308,.390,.500,.890,.192,.378,10,3.1,.379,144,Vs. R
3,2018-03-30,LAA,49,0.0%,10.2%,0.0,.306,.306,.571,.878,.265,.293,8,2.2,.369,141,Vs. R
4,2018-03-30,NYY,53,7.5%,18.9%,0.4,.286,.340,.551,.891,.265,.324,9,2.6,.376,138,Vs. R
5,2018-03-30,TBR,20,25.0%,30.0%,0.8,.200,.400,.400,.800,.200,.333,3,0.7,.358,134,Vs. R
6,2018-03-30,CHC,60,11.7%,23.3%,0.5,.229,.373,.500,.873,.271,.258,10,2.7,.367,134,Vs. R
7,2018-03-30,PIT,55,7.3%,18.2%,0.4,.320,.370,.460,.830,.140,.385,9,2.3,.360,133,Vs. R
8,2018-03-30,DET,38,10.5%,13.2%,0.8,.265,.342,.412,.754,.147,.310,5,0.5,.329,111,Vs. R
9,2018-03-30,PHI,78,10.3%,25.6%,0.4,.242,.325,.439,.764,.197,.289,10,0.7,.328,104,Vs. R
10,2018-03-30,ATL,75,9.3%,16.0%,0.6,.258,.356,.355,.711,.097,.300,8,-0.3,.314,95,Vs. R
11,2018-03-30,SDP,77,10.4%,24.7%,0.4,.250,.338,.368,.705,.118,.319,8,-0.6,.310,93,Vs. R
12,2018-03-30,BOS,44,4.5%,20.5%,0.2,.238,.273,.452,.725,.214,.281,5,-0.3,.308,93,Vs. R
13,2018-03-30,KCR,33,6.1%,3.0%,2.0,.233,.303,.400,.703,.167,.214,4,-0.2,.307,91,Vs. R
14,2018-03-30,ARI,48,12.5%,29.2%,0.4,.244,.354,.268,.622,.024,.370,5,-0.9,.292,82,Vs. R
15,2018-03-30,SEA,29,3.4%,27.6%,0.1,.214,.241,.357,.599,.143,.263,2,-1.3,.258,71,Vs. R
16,2018-03-30,STL,34,2.9%,44.1%,0.1,.182,.206,.394,.600,.212,.250,2,-1.7,.254,64,Vs. R
17,2018-03-30,TEX,44,6.8%,25.0%,0.3,.225,.295,.300,.595,.075,.310,3,-1.7,.268,64,Vs. R
18,2018-03-30,HOU,45,15.6%,24.4%,0.6,.158,.289,.237,.526,.079,.222,3,-2.4,.249,59,Vs. R
19,2018-03-30,MIA,68,11.8%,22.1%,0.5,.186,.294,.203,.498,.017,.250,4,-4.2,.239,53,Vs. R
20,2018-03-30,MIL,22,9.1%,22.7%,0.4,.200,.273,.250,.523,.050,.267,1,-1.4,.239,51,Vs. R
21,2018-03-30,CLE,34,5.9%,23.5%,0.3,.172,.273,.207,.480,.034,.238,2,-2.1,.230,51,Vs. R
22,2018-03-30,WSN,32,9.4%,12.5%,0.8,.214,.281,.250,.531,.036,.240,2,-1.9,.241,50,Vs. R
23,2018-03-30,COL,23,4.3%,30.4%,0.1,.227,.261,.273,.534,.045,.333,1,-1.5,.237,43,Vs. R
24,2018-03-30,CIN,32,3.1%,37.5%,0.1,.226,.250,.258,.508,.032,.368,1,-2.3,.225,41,Vs. R
25,2018-03-30,BAL,34,11.8%,26.5%,0.4,.138,.242,.276,.518,.138,.158,1,-2.9,.222,34,Vs. R
26,2018-03-30,SFG,10,0.0%,30.0%,0.0,.100,.100,.400,.500,.300,.000,0,-0.9,.203,33,Vs. R
27,2018-03-30,MIN,39,7.7%,28.2%,0.3,.194,.256,.194,.451,.000,.280,1,-3.3,.211,29,Vs. R
28,2018-03-30,TOR,57,7.0%,33.3%,0.2,.094,.158,.245,.403,.151,.094,0,-6.3,.179,11,Vs. R
29,2018-03-30,LAD,33,0.0%,24.2%,0.0,.121,.121,.121,.242,.000,.160,-2,-5.6,.107,-34,Vs. R
0,2018-03-31,NYM,75,16.0%,17.3%,0.9,.339,.459,.508,.968,.169,.400,15,6.1,.420,169,Vs. R
1,2018-03-31,LAA,88,1.1%,12.5%,0.1,.302,.318,.547,.865,.244,.319,14,3.6,.364,136,Vs. R
2,2018-03-31,ATL,123,9.8%,13.8%,0.7,.333,.412,.490,.902,.157,.376,20,6.0,.384,135,Vs. R
3,2018-03-31,CHC,107,11.2%,22.4%,0.5,.273,.381,.500,.881,.227,.328,18,5.1,.373,135,Vs. R
4,2018-03-31,CHW,52,15.4%,17.3%,0.9,.250,.365,.477,.843,.227,.250,8,2.2,.366,134,Vs. R
5,2018-03-31,PIT,55,7.3%,18.2%,0.4,.320,.370,.460,.830,.140,.385,9,2.3,.360,133,Vs. R
6,2018-03-31,WSN,77,9.1%,15.6%,0.6,.303,.364,.530,.894,.227,.302,12,3.3,.370,130,Vs. R
7,2018-03-31,OAK,94,11.7%,23.4%,0.5,.268,.362,.427,.789,.159,.345,13,2.0,.342,118,Vs. R
8,2018-03-31,MIL,52,13.5%,26.9%,0.5,.289,.385,.378,.762,.089,.419,7,1.0,.334,115,Vs. R
9,2018-03-31,DET,38,10.5%,13.2%,0.8,.265,.342,.412,.754,.147,.310,5,0.5,.329,111,Vs. R
10,2018-03-31,NYY,87,9.2%,16.1%,0.6,.228,.299,.494,.793,.266,.230,12,1.5,.336,111,Vs. R
11,2018-03-31,BOS,63,7.9%,17.5%,0.5,.224,.286,.466,.751,.241,.244,8,0.2,.319,99,Vs. R
12,2018-03-31,HOU,68,13.2%,19.1%,0.7,.224,.324,.345,.668,.121,.267,7,-0.9,.298,91,Vs. R
13,2018-03-31,PHI,114,10.5%,25.4%,0.4,.227,.313,.392,.704,.165,.284,12,-1.1,.307,89,Vs. R
14,2018-03-31,TBR,54,14.8%,24.1%,0.6,.222,.333,.311,.644,.089,.303,5,-1.0,.292,88,Vs. R
15,2018-03-31,SDP,83,9.6%,22.9%,0.4,.243,.325,.351,.677,.108,.302,8,-1.4,.298,86,Vs. R
16,2018-03-31,SEA,58,1.7%,22.4%,0.1,.228,.241,.404,.645,.175,.244,5,-1.9,.275,80,Vs. R
17,2018-03-31,KCR,71,9.9%,8.5%,1.2,.213,.310,.328,.638,.115,.218,7,-1.7,.286,78,Vs. R
18,2018-03-31,ARI,76,13.2%,26.3%,0.5,.231,.342,.262,.604,.031,.333,7,-1.9,.283,76,Vs. R
19,2018-03-31,MIN,67,7.5%,26.9%,0.3,.210,.269,.387,.656,.177,.244,6,-1.6,.285,76,Vs. R
20,2018-03-31,MIA,105,10.5%,21.0%,0.5,.220,.324,.264,.588,.044,.279,9,-3.4,.275,75,Vs. R
21,2018-03-31,SFG,43,2.3%,30.2%,0.1,.238,.256,.333,.589,.095,.321,3,-2.1,.256,65,Vs. R
22,2018-03-31,CIN,62,3.2%,30.6%,0.1,.254,.274,.322,.596,.068,.350,4,-2.8,.260,61,Vs. R
23,2018-03-31,STL,71,5.6%,38.0%,0.1,.194,.239,.343,.583,.149,.270,5,-3.5,.254,61,Vs. R
24,2018-03-31,TEX,72,6.9%,30.6%,0.2,.197,.264,.303,.567,.106,.279,5,-3.6,.253,53,Vs. R
25,2018-03-31,COL,52,1.9%,32.7%,0.1,.216,.231,.373,.603,.157,.281,4,-2.4,.258,53,Vs. R
26,2018-03-31,TOR,71,8.5%,33.8%,0.3,.138,.211,.308,.519,.169,.158,3,-5.0,.229,44,Vs. R
27,2018-03-31,BAL,65,15.4%,27.7%,0.6,.093,.234,.167,.401,.074,.114,1,-6.8,.192,17,Vs. R
28,2018-03-31,CLE,45,4.4%,24.4%,0.2,.125,.205,.150,.355,.025,.172,0,-5.0,.172,9,Vs. R
29,2018-03-31,LAD,43,0.0%,20.9%,0.0,.116,.116,.116,.233,.000,.147,-2,-7.5,.102,-36,Vs. R
0,2018-04-01,WSN,113,10.6%,15.0%,0.7,.289,.363,.567,.930,.278,.267,19,5.8,.383,138,Vs. R
1,2018-04-01,LAA,122,2.5%,9.8%,0.3,.316,.336,.530,.866,.214,.330,19,5.1,.366,136,Vs. R
2,2018-04-01,ATL,123,9.8%,13.8%,0.7,.333,.412,.490,.902,.157,.376,20,6.0,.384,135,Vs. R
3,2018-04-01,CHW,52,15.4%,17.3%,0.9,.250,.365,.477,.843,.227,.250,8,2.2,.366,134,Vs. R
4,2018-04-01,NYM,111,13.5%,18.9%,0.7,.297,.404,.418,.821,.121,.362,17,3.9,.364,131,Vs. R
5,2018-04-01,CHC,118,10.2%,23.7%,0.4,.263,.362,.465,.827,.202,.324,17,3.6,.353,122,Vs. R
6,2018-04-01,MIL,52,13.5%,26.9%,0.5,.289,.385,.378,.762,.089,.419,7,1.0,.334,115,Vs. R
7,2018-04-01,MIN,104,7.7%,26.9%,0.3,.240,.298,.500,.798,.260,.262,14,2.1,.339,114,Vs. R
8,2018-04-01,DET,104,11.5%,13.5%,0.9,.239,.327,.413,.740,.174,.273,13,0.6,.322,104,Vs. R
9,2018-04-01,HOU,84,10.7%,20.2%,0.5,.257,.333,.378,.712,.122,.316,10,-0.1,.313,102,Vs. R
10,2018-04-01,OAK,130,12.3%,23.1%,0.5,.239,.338,.381,.719,.142,.300,15,0.2,.316,101,Vs. R
11,2018-04-01,PIT,112,7.1%,18.8%,0.4,.267,.324,.406,.730,.139,.316,13,0.3,.317,101,Vs. R
12,2018-04-01,SEA,91,5.5%,23.1%,0.2,.226,.278,.429,.706,.202,.254,10,-0.8,.304,98,Vs. R
13,2018-04-01,NYY,126,11.1%,20.6%,0.5,.205,.294,.429,.722,.223,.222,14,-0.3,.312,95,Vs. R
14,2018-04-01,PHI,114,10.5%,25.4%,0.4,.227,.313,.392,.704,.165,.284,12,-1.1,.307,89,Vs. R
15,2018-04-01,SDP,83,9.6%,22.9%,0.4,.243,.325,.351,.677,.108,.302,8,-1.4,.298,86,Vs. R
16,2018-04-01,TOR,111,9.9%,32.4%,0.3,.210,.288,.390,.678,.180,.271,11,-2.1,.293,83,Vs. R
17,2018-04-01,BOS,99,9.1%,16.2%,0.6,.207,.303,.368,.671,.161,.232,10,-1.4,.297,83,Vs. R
18,2018-04-01,TBR,90,11.1%,24.4%,0.5,.228,.311,.329,.640,.101,.298,8,-2.2,.285,81,Vs. R
19,2018-04-01,KCR,71,9.9%,8.5%,1.2,.213,.310,.328,.638,.115,.218,7,-1.7,.286,78,Vs. R
20,2018-04-01,STL,92,6.5%,33.7%,0.2,.212,.272,.365,.636,.153,.280,8,-2.7,.279,77,Vs. R
21,2018-04-01,ARI,76,13.2%,26.3%,0.5,.231,.342,.262,.604,.031,.333,7,-1.9,.283,76,Vs. R
22,2018-04-01,MIA,105,10.5%,21.0%,0.5,.220,.324,.264,.588,.044,.279,9,-3.4,.275,75,Vs. R
23,2018-04-01,CIN,64,3.1%,29.7%,0.1,.246,.266,.311,.577,.066,.333,4,-3.3,.251,56,Vs. R
24,2018-04-01,TEX,105,7.6%,32.4%,0.2,.177,.248,.323,.571,.146,.237,7,-5.4,.252,53,Vs. R
25,2018-04-01,COL,52,1.9%,32.7%,0.1,.216,.231,.373,.603,.157,.281,4,-2.4,.258,53,Vs. R
26,2018-04-01,SFG,50,2.0%,28.0%,0.1,.224,.240,.306,.546,.082,.294,3,-3.1,.238,53,Vs. R
27,2018-04-01,CLE,82,6.1%,23.2%,0.3,.162,.235,.270,.505,.108,.189,4,-5.7,.222,38,Vs. R
28,2018-04-01,LAD,76,0.0%,19.7%,0.0,.213,.224,.253,.477,.040,.267,2,-6.5,.209,32,Vs. R
29,2018-04-01,BAL,96,11.5%,25.0%,0.5,.095,.200,.155,.355,.060,.119,-0,-11.7,.168,-1,Vs. R
0,2018-04-02,WSN,138,13.0%,15.2%,0.9,.287,.384,.539,.923,.252,.281,23,7.3,.384,139,Vs. R
1,2018-04-02,CHW,65,13.8%,18.5%,0.8,.236,.354,.491,.845,.255,.231,10,2.6,.365,133,Vs. R
2,2018-04-02,NYM,111,13.5%,18.9%,0.7,.297,.404,.418,.821,.121,.362,17,3.9,.364,131,Vs. R
3,2018-04-02,HOU,118,11.9%,18.6%,0.6,.272,.356,.437,.793,.165,.325,17,2.8,.344,122,Vs. R
4,2018-04-02,LAA,156,3.2%,10.9%,0.3,.293,.327,.469,.796,.177,.313,21,3.2,.340,118,Vs. R
5,2018-04-02,MIL,84,9.5%,26.2%,0.4,.263,.333,.447,.781,.184,.333,11,1.5,.334,113,Vs. R
6,2018-04-02,ATL,151,8.6%,16.6%,0.5,.295,.367,.419,.786,.124,.346,20,2.3,.339,108,Vs. R
7,2018-04-02,PIT,144,11.8%,17.4%,0.7,.252,.345,.398,.743,.146,.292,18,1.5,.324,107,Vs. R
8,2018-04-02,MIN,140,7.9%,27.1%,0.3,.227,.293,.461,.754,.234,.256,17,1.0,.323,103,Vs. R
9,2018-04-02,OAK,161,11.2%,22.4%,0.5,.246,.335,.387,.723,.141,.304,19,0.3,.317,102,Vs. R
10,2018-04-02,DET,142,10.6%,14.1%,0.8,.254,.331,.413,.744,.159,.292,17,0.4,.317,100,Vs. R
11,2018-04-02,SEA,91,5.5%,23.1%,0.2,.226,.278,.429,.706,.202,.254,10,-0.8,.304,98,Vs. R
12,2018-04-02,CHC,147,10.9%,25.2%,0.4,.220,.331,.398,.729,.179,.277,17,0.2,.316,98,Vs. R
13,2018-04-02,STL,132,5.3%,29.5%,0.2,.254,.303,.418,.721,.164,.321,15,-0.3,.312,97,Vs. R
14,2018-04-02,BOS,135,8.1%,16.3%,0.5,.240,.319,.405,.723,.165,.271,16,0.2,.317,96,Vs. R
15,2018-04-02,NYY,126,11.1%,20.6%,0.5,.205,.294,.429,.722,.223,.222,14,-0.3,.312,95,Vs. R
16,2018-04-02,SDP,116,10.3%,21.6%,0.5,.235,.328,.373,.700,.137,.284,13,-0.9,.308,93,Vs. R
17,2018-04-02,PHI,114,10.5%,25.4%,0.4,.227,.313,.392,.704,.165,.284,12,-1.1,.307,89,Vs. R
18,2018-04-02,TOR,138,9.4%,30.4%,0.3,.200,.275,.416,.691,.216,.227,14,-2.1,.296,86,Vs. R
19,2018-04-02,ARI,114,12.3%,24.6%,0.5,.242,.342,.313,.655,.071,.329,11,-1.9,.296,83,Vs. R
20,2018-04-02,MIA,120,10.0%,20.0%,0.5,.231,.333,.279,.612,.048,.291,11,-2.9,.285,82,Vs. R
21,2018-04-02,TBR,90,11.1%,24.4%,0.5,.228,.311,.329,.640,.101,.298,8,-2.2,.285,81,Vs. R
22,2018-04-02,COL,90,5.6%,22.2%,0.3,.250,.289,.429,.717,.179,.290,10,-0.6,.306,79,Vs. R
23,2018-04-02,KCR,77,9.1%,7.8%,1.2,.209,.299,.313,.612,.104,.213,7,-2.5,.275,71,Vs. R
24,2018-04-02,CLE,116,8.6%,22.4%,0.4,.184,.270,.359,.629,.175,.194,10,-3.5,.274,69,Vs. R
25,2018-04-02,LAD,131,4.6%,17.6%,0.3,.246,.287,.328,.615,.082,.289,10,-5.4,.268,67,Vs. R
26,2018-04-02,CIN,96,8.3%,25.0%,0.3,.233,.295,.314,.609,.081,.306,8,-3.7,.270,66,Vs. R
27,2018-04-02,SFG,50,2.0%,28.0%,0.1,.224,.240,.306,.546,.082,.294,3,-3.1,.238,53,Vs. R
28,2018-04-02,TEX,137,8.0%,30.7%,0.3,.184,.255,.296,.551,.112,.250,8,-7.6,.247,47,Vs. R
29,2018-04-02,BAL,132,9.8%,25.0%,0.4,.120,.214,.205,.419,.085,.146,2,-13.3,.193,17,Vs. R
0,2018-04-03,WSN,171,13.5%,15.2%,0.9,.280,.380,.552,.933,.273,.266,30,9.8,.389,142,Vs. R
1,2018-04-03,LAA,195,4.1%,11.3%,0.4,.306,.344,.541,.885,.235,.312,32,9.5,.375,142,Vs. R
2,2018-04-03,ATL,184,9.8%,16.3%,0.6,.323,.399,.484,.883,.161,.374,30,8.1,.378,132,Vs. R
3,2018-04-03,HOU,149,11.4%,21.5%,0.5,.273,.362,.461,.823,.188,.330,22,4.9,.355,130,Vs. R
4,2018-04-03,CHW,77,13.0%,19.5%,0.7,.227,.338,.485,.823,.258,.217,12,2.5,.355,126,Vs. R
5,2018-04-03,MIL,113,8.0%,29.2%,0.3,.279,.336,.481,.817,.202,.364,16,3.2,.348,120,Vs. R
6,2018-04-03,TOR,171,9.9%,26.9%,0.4,.242,.316,.510,.826,.268,.276,24,4.3,.346,119,Vs. R
7,2018-04-03,NYM,142,11.3%,19.7%,0.6,.277,.379,.378,.757,.101,.344,19,2.3,.339,115,Vs. R
8,2018-04-03,NYY,167,12.0%,24.0%,0.5,.233,.325,.459,.784,.226,.273,23,3.2,.338,113,Vs. R
9,2018-04-03,STL,168,4.8%,26.8%,0.2,.263,.310,.455,.765,.192,.311,22,1.9,.329,108,Vs. R
10,2018-04-03,PIT,144,11.8%,17.4%,0.7,.252,.345,.398,.743,.146,.292,18,1.5,.324,107,Vs. R
11,2018-04-03,SDP,127,10.2%,20.5%,0.5,.243,.339,.396,.735,.153,.284,15,0.5,.322,103,Vs. R
12,2018-04-03,MIN,140,7.9%,27.1%,0.3,.227,.293,.461,.754,.234,.256,17,1.0,.323,103,Vs. R
13,2018-04-03,OAK,169,10.7%,22.5%,0.5,.247,.331,.380,.711,.133,.306,19,-0.3,.312,99,Vs. R
14,2018-04-03,CHC,147,10.9%,25.2%,0.4,.220,.331,.398,.729,.179,.277,17,0.2,.316,98,Vs. R
15,2018-04-03,ARI,123,13.0%,23.6%,0.6,.245,.350,.340,.689,.094,.320,14,-0.6,.309,92,Vs. R
16,2018-04-03,TBR,104,9.6%,26.0%,0.4,.247,.317,.355,.672,.108,.333,11,-1.6,.296,88,Vs. R
17,2018-04-03,SEA,109,7.3%,23.9%,0.3,.214,.278,.388,.666,.173,.246,11,-2.2,.288,87,Vs. R
18,2018-04-03,BOS,185,7.0%,16.8%,0.4,.243,.308,.385,.693,.142,.281,20,-2.1,.301,85,Vs. R
19,2018-04-03,MIA,145,11.0%,21.4%,0.5,.216,.324,.264,.588,.048,.280,12,-4.7,.275,76,Vs. R
20,2018-04-03,DET,173,9.2%,16.2%,0.6,.224,.295,.353,.647,.128,.266,15,-4.9,.279,74,Vs. R
21,2018-04-03,COL,125,8.0%,19.2%,0.4,.237,.296,.386,.682,.149,.273,13,-1.9,.296,70,Vs. R
22,2018-04-03,CIN,96,8.3%,25.0%,0.3,.233,.295,.314,.609,.081,.306,8,-3.7,.270,66,Vs. R
23,2018-04-03,PHI,147,10.2%,27.2%,0.4,.197,.283,.323,.606,.126,.256,11,-5.8,.270,65,Vs. R
24,2018-04-03,TEX,168,7.7%,26.2%,0.3,.214,.280,.338,.617,.123,.274,14,-5.7,.273,63,Vs. R
25,2018-04-03,SFG,61,1.6%,26.2%,0.1,.237,.246,.322,.568,.085,.302,4,-3.5,.244,57,Vs. R
26,2018-04-03,KCR,84,8.3%,9.5%,0.9,.189,.274,.284,.558,.095,.197,6,-4.3,.252,56,Vs. R
27,2018-04-03,LAD,160,4.4%,16.3%,0.3,.230,.268,.311,.578,.081,.264,10,-8.8,.252,55,Vs. R
28,2018-04-03,CLE,150,9.3%,25.3%,0.4,.152,.248,.311,.559,.159,.159,10,-7.8,.248,51,Vs. R
29,2018-04-03,BAL,173,8.7%,26.6%,0.3,.168,.244,.290,.535,.123,.208,9,-11.3,.236,44,Vs. R
0,2018-04-04,CHW,110,10.9%,21.8%,0.5,.245,.355,.500,.855,.255,.254,18,4.8,.369,136,Vs. R
1,2018-04-04,ATL,213,9.9%,17.8%,0.6,.315,.391,.492,.883,.177,.371,35,10.0,.377,134,Vs. R
2,2018-04-04,WSN,205,13.7%,18.0%,0.8,.271,.380,.506,.886,.235,.280,34,9.6,.375,133,Vs. R
3,2018-04-04,LAA,234,4.7%,13.2%,0.4,.283,.325,.507,.832,.224,.291,35,7.4,.353,128,Vs. R
4,2018-04-04,HOU,183,10.9%,23.0%,0.5,.266,.352,.424,.776,.158,.333,25,3.5,.338,118,Vs. R
5,2018-04-04,NYM,175,12.6%,19.4%,0.6,.262,.376,.379,.755,.117,.321,23,2.8,.338,115,Vs. R
6,2018-04-04,NYY,181,11.0%,24.9%,0.4,.231,.317,.456,.773,.225,.271,24,2.6,.333,109,Vs. R
7,2018-04-04,SFG,84,7.1%,20.2%,0.4,.267,.313,.453,.767,.187,.286,10,0.5,.326,107,Vs. R
8,2018-04-04,MIN,177,7.9%,26.0%,0.3,.236,.299,.472,.771,.236,.271,23,2.0,.329,106,Vs. R
9,2018-04-04,STL,203,5.4%,26.1%,0.2,.262,.310,.449,.760,.187,.310,26,1.9,.326,106,Vs. R
10,2018-04-04,OAK,207,11.1%,23.2%,0.5,.254,.343,.387,.730,.133,.323,25,1.0,.321,104,Vs. R
11,2018-04-04,PIT,180,11.7%,16.7%,0.7,.245,.337,.387,.724,.142,.279,22,0.7,.317,101,Vs. R
12,2018-04-04,TOR,202,8.9%,27.2%,0.3,.224,.292,.459,.751,.235,.261,24,0.4,.317,100,Vs. R
13,2018-04-04,CHC,147,10.9%,25.2%,0.4,.220,.331,.398,.729,.179,.277,17,0.2,.316,98,Vs. R
14,2018-04-04,SEA,139,7.9%,20.1%,0.4,.240,.304,.392,.696,.152,.277,15,-1.1,.303,96,Vs. R
15,2018-04-04,MIL,147,7.5%,29.3%,0.3,.252,.313,.407,.720,.156,.333,17,-0.3,.312,95,Vs. R
16,2018-04-04,ARI,129,12.4%,24.0%,0.5,.241,.341,.330,.671,.089,.316,14,-1.5,.301,87,Vs. R
17,2018-04-04,SDP,158,8.9%,20.9%,0.4,.229,.316,.357,.674,.129,.272,16,-2.4,.298,87,Vs. R
18,2018-04-04,BOS,185,7.0%,16.8%,0.4,.243,.308,.385,.693,.142,.281,20,-2.1,.301,85,Vs. R
19,2018-04-04,TBR,133,8.3%,26.3%,0.3,.242,.301,.333,.634,.092,.326,12,-3.8,.279,76,Vs. R
20,2018-04-04,MIA,145,11.0%,21.4%,0.5,.216,.324,.264,.588,.048,.280,12,-4.7,.275,76,Vs. R
21,2018-04-04,DET,173,9.2%,16.2%,0.6,.224,.295,.353,.647,.128,.266,15,-4.9,.279,74,Vs. R
22,2018-04-04,TEX,172,7.6%,25.6%,0.3,.215,.279,.354,.634,.139,.266,15,-5.1,.279,67,Vs. R
23,2018-04-04,CIN,96,8.3%,25.0%,0.3,.233,.295,.314,.609,.081,.306,8,-3.7,.270,66,Vs. R
24,2018-04-04,COL,131,7.6%,19.8%,0.4,.225,.282,.367,.649,.142,.261,12,-3.4,.283,62,Vs. R
25,2018-04-04,PHI,180,9.4%,30.6%,0.3,.190,.270,.304,.573,.114,.265,12,-9.0,.256,56,Vs. R
26,2018-04-04,KCR,84,8.3%,9.5%,0.9,.189,.274,.284,.558,.095,.197,6,-4.3,.252,56,Vs. R
27,2018-04-04,LAD,167,5.4%,17.4%,0.3,.222,.268,.301,.569,.078,.260,10,-9.5,.249,54,Vs. R
28,2018-04-04,BAL,188,8.0%,28.2%,0.3,.171,.241,.288,.529,.118,.219,9,-12.7,.233,42,Vs. R
29,2018-04-04,CLE,180,10.0%,25.6%,0.4,.139,.240,.272,.512,.133,.151,9,-12.3,.229,37,Vs. R
0,2018-04-05,CHW,143,10.5%,21.0%,0.5,.270,.371,.525,.895,.254,.302,25,7.9,.382,145,Vs. R
1,2018-04-05,ATL,213,9.9%,17.8%,0.6,.315,.391,.492,.883,.177,.371,35,10.0,.377,134,Vs. R
2,2018-04-05,LAA,234,4.7%,13.2%,0.4,.283,.325,.507,.832,.224,.291,35,7.4,.353,128,Vs. R
3,2018-04-05,WSN,238,13.0%,19.3%,0.7,.260,.366,.475,.841,.215,.281,36,8.0,.359,123,Vs. R
4,2018-04-05,NYM,210,12.4%,20.0%,0.6,.257,.370,.417,.787,.160,.305,30,5.1,.348,122,Vs. R
5,2018-04-05,HOU,183,10.9%,23.0%,0.5,.266,.352,.424,.776,.158,.333,25,3.5,.338,118,Vs. R
6,2018-04-05,MIN,190,7.4%,26.3%,0.3,.241,.300,.494,.794,.253,.272,26,3.5,.337,112,Vs. R
7,2018-04-05,SFG,84,7.1%,20.2%,0.4,.267,.313,.453,.767,.187,.286,10,0.5,.326,107,Vs. R
8,2018-04-05,PIT,212,11.8%,15.1%,0.8,.253,.343,.412,.755,.159,.279,27,2.2,.326,107,Vs. R
